,0,1
145,0.00012064082477746441,HouseStyle_2Story
146,0.00011869143064862571,Exterior2nd_MetalSd
147,0.00011754589342059425,Condition2_Artery
148,0.00011741861379220126,Exterior1st_AsphShn
149,0.00010825737992967293,BsmtFinType1_BLQ
150,0.00010808864609390041,BsmtExposure_Mn
151,0.0001047985575441963,PavedDrive_P
152,0.00010453834278932677,Exterior1st_ImStucc
153,0.00010147188280919981,Neighborhood_Veenker
154,9.963203729594561e-05,Condition2_Feedr
155,9.841680322353834e-05,Neighborhood_Crawfor
156,9.670606908567604e-05,BsmtHalfBath
157,9.541466158487157e-05,Exterior2nd_Stone
158,9.136645093031593e-05,HouseStyle_SLvl
159,8.95952371533557e-05,PoolQC_Ex
160,8.817671419562766e-05,Electrical_FuseF
161,8.763825738368507e-05,HouseStyle_2.5Unf
162,8.281008294731262e-05,LandSlope_Gtl
163,8.128040370689626e-05,Neighborhood_Timber
164,8.012815452603672e-05,MSZoning_C (all)
165,7.823606461958673e-05,Neighborhood_OldTown
166,7.739968790068082e-05,BsmtQual_Gd
167,7.515074229155851e-05,FireplaceQu_Ex
168,7.232866670338105e-05,LandContour_HLS
169,7.012370055625341e-05,Street_Pave
170,7.010782710541581e-05,RoofStyle_Hip
171,6.969864620717435e-05,BldgType_2fmCon
172,6.456164939771771e-05,LotConfig_Corner
173,6.201412775493557e-05,Neighborhood_NAmes
174,6.17660060588446e-05,BsmtFinType2_BLQ
175,6.081091660359861e-05,GarageQual_TA
176,6.0694645213472526e-05,Electrical_No Value
177,6.047778252088915e-05,Neighborhood_Blueste
178,5.835169173928697e-05,LowQualFinSF
179,5.780564868247322e-05,GarageType_Basment
180,5.7083299394267715e-05,BsmtFinType2_No Value
181,5.634986761498418e-05,GarageFinish_No Value
182,5.564772064637237e-05,GarageType_CarPort
183,5.538520796490553e-05,Condition1_PosA
184,5.520963738292398e-05,HeatingQC_Po
185,5.4610528978404984e-05,Condition2_RRNn
186,5.2846722134084506e-05,GarageCond_No Value
187,5.150577987670216e-05,Foundation_Slab
188,5.109019540537226e-05,MiscVal
189,5.000520168669457e-05,Neighborhood_IDOTRR
190,4.962817210540742e-05,GarageFinish_Unf
191,4.692642353039276e-05,BsmtFinType1_No Value
192,4.5413767750119515e-05,KitchenQual_TA
193,4.441166209952428e-05,Exterior2nd_0
194,4.209139658891528e-05,Neighborhood_NridgHt
195,4.2025127669986906e-05,Exterior2nd_Stucco
196,4.034773042472212e-05,Exterior1st_WdShing
197,4.023979312414759e-05,LotConfig_CulDSac
198,4.005020222191551e-05,Neighborhood_SWISU
199,4.004341270611444e-05,RoofMatl_CompShg
200,3.980755982146483e-05,SaleType_New
201,3.8752809848226455e-05,KitchenQual_Fa
202,3.699204563909506e-05,MiscFeature_No Value
203,3.554800437149115e-05,KitchenQual_Gd
204,3.532167652775218e-05,BsmtFinType1_Unf
205,3.514176456965954e-05,BsmtFinType2_Rec
206,3.357527202386763e-05,Neighborhood_Edwards
207,3.3043398512296196e-05,MSZoning_0
208,3.27168988910947e-05,Functional_0
209,3.2222201831542565e-05,RoofMatl_WdShngl
210,3.170153641522731e-05,Neighborhood_StoneBr
211,3.128642002240104e-05,GarageQual_Po
212,3.019885649665149e-05,GarageQual_No Value
213,2.9587746711730256e-05,MiscFeature_Othr
214,2.830831509805885e-05,HeatingQC_TA
215,2.722374266149659e-05,GarageType_2Types
216,2.6939408574185383e-05,Fence_MnPrv
217,2.5268291979733413e-05,Condition2_RRAn
218,2.3666488353703844e-05,GarageFinish_RFn
219,2.327445155770846e-05,Fence_No Value
220,2.171683613743915e-05,BldgType_1Fam
221,1.9390945384463668e-05,BsmtQual_No Value
222,1.932841354443627e-05,MSZoning_FV
223,1.8945214867724178e-05,Heating_Floor
224,1.885798134540247e-05,Functional_Maj2
225,1.8521349778466984e-05,FireplaceQu_Po
226,1.792558464946519e-05,LandSlope_Mod
227,1.7886928806670716e-05,BsmtFinType2_Unf
228,1.7400067278475643e-05,Condition1_Feedr
229,1.7341612531549786e-05,Condition1_PosN
230,1.7156761915161672e-05,Foundation_Wood
231,1.7054193617237372e-05,Functional_Mod
232,1.5259081212787347e-05,HouseStyle_1.5Fin
233,1.5082270140490356e-05,BsmtFinType2_ALQ
234,1.4704563439324599e-05,RoofMatl_Metal
235,1.4032503647221912e-05,MiscFeature_Shed
236,1.3656722441066164e-05,HouseStyle_1.5Unf
237,1.3643525277625824e-05,Condition1_RRAn
238,1.340834524315699e-05,Exterior2nd_CmentBd
239,1.3094566204853828e-05,BsmtExposure_Av
240,1.250051403908298e-05,RoofMatl_Tar&Grv
241,1.2243940308145115e-05,Exterior1st_Stone
242,1.1705498501003462e-05,ExterCond_TA
243,1.161659141521553e-05,BsmtFinType1_ALQ
244,1.1432235061784451e-05,Exterior1st_VinylSd
245,1.0618475073966427e-05,MasVnrType_No Value
246,9.930169953802081e-06,Exterior2nd_Wd Sdng
247,9.823350082537014e-06,MiscFeature_TenC
248,9.75549857686724e-06,BsmtFinType1_Rec
249,9.300321437551656e-06,Exterior2nd_ImStucc
250,9.282902753255105e-06,Neighborhood_Blmngtn
251,8.836577267703572e-06,BldgType_Twnhs
252,8.051595935165559e-06,Neighborhood_Mitchel
253,7.643640303274658e-06,Foundation_BrkTil
254,6.649010698457976e-06,HouseStyle_2.5Fin
255,5.877659837877653e-06,Neighborhood_Gilbert
256,5.6129858747364525e-06,FireplaceQu_Gd
257,5.562362340811897e-06,Foundation_CBlock
258,5.364340652973821e-06,SaleType_COD
259,4.667880006063488e-06,Exterior1st_HdBoard
260,4.652755422104395e-06,RoofMatl_Membran
261,4.091150545371346e-06,GarageFinish_Fin
262,3.848137436922331e-06,Condition1_RRNe
263,3.5878936886991215e-06,RoofStyle_Shed
264,3.450419692052887e-06,CentralAir_N
265,3.3520053040747634e-06,RoofStyle_Gambrel
266,3.1625241592551364e-06,PoolQC_No Value
267,3.1259282437461654e-06,MSZoning_RM
268,2.931881918511848e-06,Street_Grvl
269,2.8633455367311578e-06,LandSlope_Sev
270,2.613984264459716e-06,Exterior1st_Wd Sdng
271,2.0342153259258578e-06,Condition1_RRNn
272,2.029945838155363e-06,RoofStyle_Gable
273,1.987435339489159e-06,Condition2_Norm
274,1.9737149844761155e-06,Condition2_PosA
275,1.697946546367076e-06,PavedDrive_N
276,1.6976580665370549e-06,RoofMatl_WdShake
277,1.5542534475290581e-06,Fence_MnWw
278,1.5030207755636377e-06,Exterior1st_BrkFace
279,1.4873260312335135e-06,SaleType_ConLw
280,1.2522078373943775e-06,SaleType_0
281,1.135680218132105e-06,BsmtFinType2_LwQ
282,9.885654311713656e-07,ExterQual_Ex
283,9.493486248125579e-07,Fence_GdWo
284,9.485145393885207e-07,GarageCond_Ex
285,9.157704761438662e-07,Heating_GasA
286,7.50968236565204e-07,SaleType_Con
287,6.38875326983794e-07,ExterQual_TA
288,6.093466702599323e-07,GarageQual_Gd
289,5.601377427600549e-07,Condition1_RRAe
290,5.500768070641642e-07,Heating_Wall
291,4.865795213177218e-07,Exterior2nd_AsbShng
292,4.589146832322394e-07,Exterior1st_AsbShng
293,4.139636926665969e-07,Electrical_FuseA
294,3.1922181450535324e-07,LandContour_Lvl
295,3.1388777314992804e-07,MiscFeature_Gar2
296,2.824056582116922e-07,Utilities_0
297,2.2009406267323838e-07,BsmtQual_TA
298,1.0886915576502387e-07,RoofMatl_ClyTile
299,2.3879959644189136e-08,GarageQual_Ex
300,0.0,RoofMatl_Roll
301,0.0,KitchenQual_Ex
302,0.0,Exterior1st_Stucco
303,0.0,Electrical_FuseP
304,0.0,Condition2_PosN
305,0.0,CentralAir_Y
